latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,sensor,brightness,bright_t31,province
-0.33353,111.43585,347.03,0.39,0.59,2026-01-27,527,N,VIIRS,n,2.0,277.67,4.91,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-0.33905,109.52711,328.33,0.52,0.67,2026-01-27,527,N,VIIRS,n,2.0,288.6,7.98,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.69302,117.55135,328.73,0.46,0.39,2026-01-27,527,N,VIIRS,n,2.0,297.84,4.93,D,2,VIIRS_SNPP_SP,,,Kalimantan Timur
1.22206,117.16042,334.92,0.47,0.4,2026-01-27,528,N,VIIRS,n,2.0,294.32,4.63,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.44339,117.93667,334.47,0.43,0.38,2026-01-27,528,N,VIIRS,n,2.0,294.11,9.83,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
2.1926,116.92541,339.01,0.47,0.4,2026-01-27,528,N,VIIRS,n,2.0,289.17,5.09,D,0,VIIRS_SNPP_SP,,,Kalimantan Utara
0.23036,109.42776,331.13,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0,278.68,3.01,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.17339,109.54875,309.4,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0,276.11,0.93,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.0526,109.36773,295.86,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0,262.17,1.26,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.04595,109.41012,297.8,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0,264.11,1.34,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.04421,109.40992,328.48,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0,264.42,3.13,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.03418,109.29966,297.41,0.39,0.37,2026-01-27,1808,N,VIIRS,n,2.0,259.87,0.8,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.00421,109.98892,307.29,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0,268.86,0.97,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.14131,109.37761,300.37,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0,270.12,0.96,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
3.60728,112.4121,320.07,0.39,0.36,2026-01-27,1807,N,VIIRS,n,2.0,286.81,2.19,N,3,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.60392,112.41157,326.77,0.39,0.36,2026-01-27,1807,N,VIIRS,n,2.0,286.42,2.19,N,3,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.27766,113.07197,309.54,0.41,0.37,2026-01-27,1807,N,VIIRS,n,2.0,259.3,1.75,N,2,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.27666,117.8354,310.75,0.52,0.5,2026-01-27,1807,N,VIIRS,n,2.0,289.51,1.67,N,0,VIIRS_SNPP_SP,,,Kalimantan Utara
2.27591,117.8401,302.7,0.52,0.5,2026-01-27,1807,N,VIIRS,n,2.0,289.23,1.67,N,0,VIIRS_SNPP_SP,,,Kalimantan Utara
2.27533,117.83813,322.63,0.52,0.5,2026-01-27,1807,N,VIIRS,n,2.0,289.41,3.05,N,0,VIIRS_SNPP_SP,,,Kalimantan Utara
-0.07884,109.32465,336.76,0.77,0.78,2026-01-27,708,N,VIIRS,n,2.0,288.97,5.77,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
3.6277,115.70709,333.45,0.53,0.42,2026-01-27,528,N,VIIRS,n,2.0,293.38,15.15,D,0,VIIRS_SNPP_SP,,,Kalimantan Utara
2.97024,108.85107,333.15,0.51,0.66,2026-01-27,528,N,VIIRS,n,2.0,285.35,4.51,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.59059,117.47575,326.29,0.44,0.39,2026-01-27,528,N,VIIRS,n,2.0,289.83,2.25,D,0,VIIRS_SNPP_SP,,,Kalimantan Utara
2.33705,117.11507,327.76,0.46,0.39,2026-01-27,528,N,VIIRS,n,2.0,291.17,4.29,D,0,VIIRS_SNPP_SP,,,Kalimantan Utara
2.24502,117.24187,340.25,0.46,0.39,2026-01-27,528,N,VIIRS,n,2.0,293.45,7.24,D,0,VIIRS_SNPP_SP,,,Kalimantan Utara
2.19325,116.92964,346.43,0.47,0.4,2026-01-27,528,N,VIIRS,n,2.0,291.26,22.34,D,0,VIIRS_SNPP_SP,,,Kalimantan Utara
-0.34009,109.52671,330.17,0.52,0.67,2026-01-27,527,N,VIIRS,n,2.0,288.55,6.78,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.24705,116.8126,330.76,0.53,0.42,2026-01-27,527,N,VIIRS,n,2.0,294.14,1.52,D,3,VIIRS_SNPP_SP,,,Kalimantan Timur
0.9646,117.08851,342.12,0.48,0.4,2026-01-27,528,N,VIIRS,n,2.0,294.21,5.81,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-1.45743,119.4964,338.32,0.4,0.37,2026-01-27,527,N,VIIRS,n,2.0,299.98,23.71,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-1.24787,116.81583,329.63,0.53,0.42,2026-01-27,527,N,VIIRS,n,2.0,296.23,2.77,D,3,VIIRS_SNPP_SP,,,Kalimantan Timur
-3.76309,115.43114,325.46,0.47,0.47,2026-01-27,526,N,VIIRS,n,2.0,286.96,4.53,D,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-3.50588,118.94019,344.72,0.44,0.38,2026-01-27,526,N,VIIRS,n,2.0,297.99,8.23,D,0,VIIRS_SNPP_SP,,,Unknown (perbatasan/laut - cek manual)
-3.50294,118.93576,333.75,0.44,0.38,2026-01-27,526,N,VIIRS,l,2.0,297.06,4.2,D,0,VIIRS_SNPP_SP,,,Unknown (perbatasan/laut - cek manual)
-3.50235,118.93967,344.75,0.44,0.38,2026-01-27,526,N,VIIRS,n,2.0,296.2,4.2,D,0,VIIRS_SNPP_SP,,,Unknown (perbatasan/laut - cek manual)
-2.7027,112.8271,332.1,0.34,0.56,2026-01-27,527,N,VIIRS,n,2.0,284.48,3.04,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.66402,112.87437,356.75,0.33,0.56,2026-01-27,527,N,VIIRS,l,2.0,284.8,9.32,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.66356,112.8774,356.49,0.33,0.56,2026-01-27,527,N,VIIRS,n,2.0,284.57,7.71,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.50615,119.31723,331.75,0.42,0.37,2026-01-27,526,N,VIIRS,n,2.0,295.83,2.59,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-2.57921,112.1592,346.28,0.37,0.58,2026-01-27,527,N,VIIRS,n,2.0,288.0,4.52,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.52978,111.85415,329.52,0.39,0.59,2026-01-27,527,N,VIIRS,n,2.0,286.15,1.16,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.52944,111.85352,327.15,0.39,0.59,2026-01-27,527,N,VIIRS,n,2.0,285.91,1.58,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.23718,119.276,332.93,0.42,0.37,2026-01-27,527,N,VIIRS,l,2.0,295.52,3.38,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-2.03828,119.48473,331.17,0.41,0.37,2026-01-27,527,N,VIIRS,n,2.0,297.28,3.24,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-2.03487,119.48421,336.62,0.41,0.37,2026-01-27,527,N,VIIRS,n,2.0,296.62,3.24,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-1.59623,119.49937,327.96,0.4,0.37,2026-01-27,527,N,VIIRS,n,2.0,295.29,2.77,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-2.66311,112.8804,330.97,0.33,0.56,2026-01-27,527,N,VIIRS,n,2.0,283.19,7.71,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-1.45798,119.49281,328.69,0.4,0.37,2026-01-27,527,N,VIIRS,n,2.0,295.06,23.71,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-1.89798,115.86264,304.83,0.39,0.36,2026-01-28,1750,N,VIIRS,n,2.0,290.43,3.94,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
-1.89517,115.8667,319.05,0.39,0.36,2026-01-28,1750,N,VIIRS,n,2.0,290.27,3.94,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
-1.2911,114.76238,307.91,0.38,0.36,2026-01-28,1750,N,VIIRS,n,2.0,285.24,0.69,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-1.89126,115.86368,339.07,0.39,0.36,2026-01-28,1750,N,VIIRS,n,2.0,293.1,7.28,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
-1.86379,115.88603,305.93,0.39,0.36,2026-01-28,1750,N,VIIRS,n,2.0,290.84,0.84,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-2.06152,115.57063,318.64,0.39,0.36,2026-01-28,1750,N,VIIRS,n,2.0,290.93,1.72,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
-1.89462,115.86316,335.28,0.39,0.36,2026-01-28,1750,N,VIIRS,n,2.0,293.47,3.94,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
3.28426,113.08279,328.52,0.55,0.68,2026-01-28,510,N,VIIRS,n,2.0,283.56,8.67,D,2,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.49692,111.99614,301.0,0.5,0.41,2026-01-28,1749,N,VIIRS,n,2.0,268.93,0.86,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
-1.67315,110.51868,328.48,0.42,0.61,2026-01-28,649,N,VIIRS,n,2.0,265.73,3.28,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
3.60759,112.41338,331.03,0.68,0.74,2026-01-28,650,N,VIIRS,n,2.0,286.54,4.88,D,3,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
0.10854,109.73616,311.15,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0,290.14,1.04,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.10883,109.73936,303.46,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0,290.34,1.28,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.10942,109.73556,315.07,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0,290.34,1.28,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.11302,109.74003,307.93,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0,291.46,1.28,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.62366,109.10555,316.82,0.47,0.48,2026-01-28,1749,N,VIIRS,n,2.0,286.75,1.46,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.17081,114.70681,300.44,0.38,0.36,2026-01-28,1750,N,VIIRS,n,2.0,284.9,0.39,N,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
4.06997,116.88395,331.1,0.59,0.53,2026-01-28,510,N,VIIRS,n,2.0,285.47,4.76,D,0,VIIRS_SNPP_SP,,,Kalimantan Utara
-0.29728,109.19638,316.37,0.45,0.47,2026-01-28,1750,N,VIIRS,n,2.0,280.79,1.43,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.14251,109.32996,302.27,0.44,0.46,2026-01-28,1750,N,VIIRS,n,2.0,285.44,0.91,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.28303,109.51503,307.08,0.43,0.46,2026-01-28,1750,N,VIIRS,n,2.0,278.45,1.44,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.1675,111.7226,,1.0,1.0,2026-01-28,1340,Terra,MODIS,61,61.03,,5.5,N,0,MODIS_SP,304.7,289.0,Kalimantan Tengah
-0.29663,109.1923,299.92,0.45,0.47,2026-01-28,1750,N,VIIRS,n,2.0,280.42,1.43,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.1414,109.37921,301.12,0.44,0.46,2026-01-28,1750,N,VIIRS,n,2.0,283.38,0.7,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
2.90317,112.3097,303.57,0.49,0.4,2026-01-28,1749,N,VIIRS,n,2.0,287.99,0.85,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
-0.1468,109.32926,304.57,0.44,0.46,2026-01-28,1750,N,VIIRS,n,2.0,285.04,1.24,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-2.66744,111.31185,299.11,0.47,0.4,2026-01-28,1750,N,VIIRS,n,2.0,278.44,0.73,N,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-0.19303,109.41301,302.81,0.44,0.46,2026-01-28,1750,N,VIIRS,n,2.0,276.09,0.55,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.20092,109.40774,300.12,0.44,0.46,2026-01-28,1750,N,VIIRS,n,2.0,272.94,0.48,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.24297,109.42532,296.16,0.44,0.46,2026-01-28,1750,N,VIIRS,n,2.0,277.0,1.13,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.27881,109.5157,309.75,0.43,0.46,2026-01-28,1750,N,VIIRS,n,2.0,278.73,1.46,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.1924,109.40907,296.16,0.44,0.46,2026-01-28,1750,N,VIIRS,n,2.0,275.13,0.44,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.93978,109.55222,336.08,0.4,0.44,2026-01-29,631,N,VIIRS,n,2.0,295.3,3.24,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
3.28666,113.08743,337.64,0.36,0.57,2026-01-29,631,N,VIIRS,n,2.0,289.39,5.24,D,2,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
-2.99965,115.20458,308.5,0.52,0.41,2026-01-29,1731,N,VIIRS,n,2.0,285.81,1.56,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-2.93087,115.23981,305.69,0.52,0.41,2026-01-29,1731,N,VIIRS,n,2.0,288.73,1.21,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-2.88865,115.25813,303.57,0.52,0.41,2026-01-29,1731,N,VIIRS,n,2.0,285.21,1.24,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-2.88483,115.25874,330.75,0.52,0.41,2026-01-29,1731,N,VIIRS,n,2.0,285.23,4.05,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-2.88407,115.25404,315.3,0.52,0.41,2026-01-29,1731,N,VIIRS,n,2.0,283.94,3.61,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
-1.89766,115.86668,311.23,0.49,0.4,2026-01-29,1731,N,VIIRS,n,2.0,285.9,1.63,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
-1.89393,115.86727,316.46,0.49,0.4,2026-01-29,1731,N,VIIRS,n,2.0,283.54,1.66,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
1.97101,109.51127,352.46,0.39,0.44,2026-01-29,631,N,VIIRS,n,2.0,295.97,7.54,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.53729,111.16428,343.87,0.48,0.48,2026-01-29,630,N,VIIRS,n,2.0,292.59,21.28,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.158,109.25249,334.66,0.54,0.42,2026-01-29,630,N,VIIRS,n,2.0,286.69,7.01,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.91777,109.64838,334.57,0.4,0.44,2026-01-29,631,N,VIIRS,n,2.0,295.04,2.87,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.60955,111.38026,336.82,0.52,0.5,2026-01-29,631,N,VIIRS,n,2.0,288.1,6.21,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.89322,115.86285,311.43,0.49,0.4,2026-01-29,1731,N,VIIRS,n,2.0,281.7,1.66,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
1.28833,111.236,329.22,0.5,0.49,2026-01-29,631,N,VIIRS,n,2.0,288.98,4.97,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.92478,109.50723,331.05,0.39,0.44,2026-01-29,631,N,VIIRS,n,2.0,293.47,5.19,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.19783,110.62263,333.03,0.45,0.47,2026-01-29,631,N,VIIRS,n,2.0,292.45,4.23,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.05023,111.84407,337.71,0.54,0.51,2026-01-29,631,N,VIIRS,n,2.0,293.83,5.98,D,0,VIIRS_SNPP_SP,,,Unknown (perbatasan/laut - cek manual)
0.83212,111.76238,340.92,0.53,0.5,2026-01-29,631,N,VIIRS,n,2.0,293.79,5.06,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.82747,111.76309,333.44,0.53,0.5,2026-01-29,631,N,VIIRS,n,2.0,294.05,5.06,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.80481,108.93616,337.26,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,294.47,3.33,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.71533,109.37122,333.71,0.56,0.43,2026-01-29,631,N,VIIRS,n,2.0,294.44,8.19,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.56808,110.4855,336.93,0.43,0.46,2026-01-29,631,N,VIIRS,n,2.0,293.03,4.41,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.51193,109.00846,341.65,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,289.12,9.75,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.51119,109.00372,331.82,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,288.3,9.75,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.42825,109.01434,340.86,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,295.24,11.71,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.42651,109.0164,335.14,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,296.03,8.39,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.42581,109.01167,336.89,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,294.54,4.81,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.41893,109.03027,345.49,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,294.88,9.72,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.41049,109.02669,333.56,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,295.62,9.87,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.40664,109.02727,334.22,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,293.21,4.22,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.34093,109.06139,339.84,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,296.11,4.54,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.33708,109.062,335.93,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0,294.86,4.54,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.11962,117.11163,326.03,0.62,0.72,2026-01-29,630,N,VIIRS,n,2.0,288.62,1.98,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.92936,109.51015,345.27,0.39,0.44,2026-01-29,631,N,VIIRS,n,2.0,297.44,79.92,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.58486,112.21007,339.83,0.57,0.52,2026-01-29,630,N,VIIRS,n,2.0,291.21,7.89,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.58388,112.20699,339.81,0.57,0.52,2026-01-29,630,N,VIIRS,n,2.0,291.42,7.25,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.53615,111.16522,351.01,0.48,0.48,2026-01-29,630,N,VIIRS,n,2.0,292.66,27.11,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.11232,109.74376,345.36,0.38,0.44,2026-01-29,630,N,VIIRS,n,2.0,299.93,15.47,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.88949,115.86345,314.58,0.49,0.4,2026-01-29,1731,N,VIIRS,n,2.0,283.05,1.66,N,2,VIIRS_SNPP_SP,,,Kalimantan Selatan
-0.058,110.1992,,1.2,1.1,2026-01-29,738,Aqua,MODIS,51,61.03,,7.6,D,0,MODIS_SP,312.3,296.2,Kalimantan Barat
-1.27353,114.73933,300.09,0.39,0.44,2026-01-29,1731,N,VIIRS,n,2.0,278.11,0.35,N,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
0.1113,109.7435,,1.3,1.1,2026-01-29,738,Aqua,MODIS,85,61.03,,34.9,D,0,MODIS_SP,331.5,299.4,Kalimantan Barat
0.1415,109.2556,,1.4,1.2,2026-01-29,738,Aqua,MODIS,88,61.03,,49.3,D,0,MODIS_SP,335.8,295.7,Kalimantan Barat
0.1433,109.2678,,1.4,1.2,2026-01-29,738,Aqua,MODIS,80,61.03,,25.7,D,0,MODIS_SP,324.8,294.2,Kalimantan Barat
0.3397,109.0638,,1.4,1.2,2026-01-29,738,Aqua,MODIS,68,61.03,,12.0,D,0,MODIS_SP,313.8,291.3,Kalimantan Barat
0.4906,109.6751,,1.3,1.1,2026-01-29,738,Aqua,MODIS,88,61.03,,45.4,D,0,MODIS_SP,334.8,294.3,Kalimantan Barat
0.4922,109.6863,,1.3,1.1,2026-01-29,738,Aqua,MODIS,69,61.03,,12.4,D,0,MODIS_SP,314.7,293.5,Kalimantan Barat
0.5045,109.002,,1.4,1.2,2026-01-29,738,Aqua,MODIS,75,61.03,,21.3,D,0,MODIS_SP,318.9,290.6,Kalimantan Barat
1.2849,111.2353,,1.1,1.0,2026-01-29,738,Aqua,MODIS,78,61.03,,16.7,D,0,MODIS_SP,322.1,296.5,Kalimantan Barat
1.9236,109.5121,,1.3,1.1,2026-01-29,738,Aqua,MODIS,68,61.03,,15.7,D,0,MODIS_SP,317.4,293.5,Kalimantan Barat
1.9408,113.6277,,1.0,1.0,2026-01-29,738,Aqua,MODIS,63,61.03,,6.2,D,0,MODIS_SP,311.5,296.1,Malaysia/Brunei (Borneo)
-2.8799,115.2605,,2.9,1.6,2026-01-29,1957,Aqua,MODIS,45,61.03,,18.5,N,0,MODIS_SP,301.9,288.2,Kalimantan Selatan
-0.2,109.4392,,1.1,1.0,2026-01-29,1957,Aqua,MODIS,69,61.03,,8.4,N,0,MODIS_SP,306.6,283.9,Kalimantan Barat
-0.1464,109.3261,,1.0,1.0,2026-01-29,1957,Aqua,MODIS,72,61.03,,8.7,N,0,MODIS_SP,307.7,284.2,Kalimantan Barat
-0.0817,109.332,,1.0,1.0,2026-01-29,1957,Aqua,MODIS,56,61.03,,6.3,N,0,MODIS_SP,304.4,283.7,Kalimantan Barat
-0.0803,109.323,,1.0,1.0,2026-01-29,1957,Aqua,MODIS,68,61.03,,7.5,N,0,MODIS_SP,306.3,283.7,Kalimantan Barat
0.047,109.3298,,1.0,1.0,2026-01-29,1957,Aqua,MODIS,43,61.03,,6.7,N,0,MODIS_SP,303.9,280.2,Kalimantan Barat
0.0712,109.3022,,1.0,1.0,2026-01-29,1957,Aqua,MODIS,26,61.03,,6.2,N,0,MODIS_SP,300.4,271.9,Kalimantan Barat
0.1096,109.7322,,1.3,1.1,2026-01-29,738,Aqua,MODIS,76,61.03,,24.8,D,0,MODIS_SP,326.2,297.3,Kalimantan Barat
0.1034,109.4146,,1.4,1.2,2026-01-29,738,Aqua,MODIS,67,61.03,,11.2,D,0,MODIS_SP,315.4,294.8,Kalimantan Barat
0.0655,109.2981,,1.4,1.2,2026-01-29,738,Aqua,MODIS,90,61.03,,57.4,D,0,MODIS_SP,339.6,296.7,Kalimantan Barat
0.052,109.8264,,1.3,1.1,2026-01-29,738,Aqua,MODIS,65,61.03,,11.5,D,0,MODIS_SP,314.3,291.0,Kalimantan Barat
-0.20392,109.43685,332.44,0.46,0.63,2026-01-29,1731,N,VIIRS,n,2.0,275.93,3.81,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.10026,109.42245,298.68,0.46,0.64,2026-01-29,1731,N,VIIRS,n,2.0,277.08,0.96,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.10092,109.41825,304.39,0.46,0.64,2026-01-29,1731,N,VIIRS,n,2.0,277.79,1.66,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.10159,109.41402,311.98,0.46,0.64,2026-01-29,1731,N,VIIRS,n,2.0,278.54,1.66,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.10617,109.42337,297.12,0.46,0.64,2026-01-29,1731,N,VIIRS,n,2.0,276.99,0.96,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.10683,109.41919,299.7,0.46,0.64,2026-01-29,1731,N,VIIRS,n,2.0,277.94,1.66,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.14397,109.26213,305.38,0.47,0.64,2026-01-29,1731,N,VIIRS,n,2.0,282.7,2.25,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.14467,109.25775,301.5,0.47,0.64,2026-01-29,1731,N,VIIRS,n,2.0,284.13,2.83,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.50966,113.26863,317.64,0.48,0.48,2026-01-29,1731,N,VIIRS,n,2.0,276.83,2.56,N,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.18239,109.57529,299.33,0.45,0.63,2026-01-29,1731,N,VIIRS,n,2.0,266.34,0.7,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.1118,109.7403,352.11,0.38,0.43,2026-01-29,630,N,VIIRS,n,2.0,297.96,15.47,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.33852,109.0585,296.91,0.49,0.65,2026-01-29,1731,N,VIIRS,n,2.0,278.76,0.56,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.33906,109.06097,303.84,0.49,0.65,2026-01-29,1731,N,VIIRS,n,2.0,277.41,1.29,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.41892,109.02864,302.16,0.5,0.66,2026-01-29,1731,N,VIIRS,n,2.0,276.51,1.43,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.0268,110.9709,,1.1,1.1,2026-01-29,738,Aqua,MODIS,33,61.03,,6.0,D,0,MODIS_SP,312.7,296.1,Kalimantan Tengah
0.0392,109.3998,,1.4,1.2,2026-01-29,738,Aqua,MODIS,39,61.03,,23.2,D,0,MODIS_SP,324.6,296.4,Kalimantan Barat
0.0451,109.3011,,1.4,1.2,2026-01-29,738,Aqua,MODIS,38,61.03,,12.6,D,0,MODIS_SP,318.3,297.7,Kalimantan Barat
0.0469,109.3132,,1.4,1.2,2026-01-29,738,Aqua,MODIS,58,61.03,,16.1,D,0,MODIS_SP,321.3,296.4,Kalimantan Barat
0.33778,109.06304,299.37,0.49,0.65,2026-01-29,1731,N,VIIRS,n,2.0,279.98,1.01,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.11128,109.73684,330.97,0.38,0.43,2026-01-29,630,N,VIIRS,n,2.0,295.66,3.25,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
